position,champion,teamname,gamelength,result,kills,deaths,assists,opponent_team
sup,Rakan,ROSSMANN Centaurs,2565,0,2,4,16,E WIE EINFACH E-SPORTS
team,,E WIE EINFACH E-SPORTS,2565,1,25,21,72,ROSSMANN Centaurs
team,,ROSSMANN Centaurs,2565,0,21,25,57,E WIE EINFACH E-SPORTS
top,Ambessa,Crvena zvezda Esports,1587,1,1,1,5,Lupus Esports
jng,Vi,Crvena zvezda Esports,1587,1,4,2,8,Lupus Esports
mid,Hwei,Crvena zvezda Esports,1587,1,5,0,4,Lupus Esports
bot,Ezreal,Crvena zvezda Esports,1587,1,2,0,6,Lupus Esports
sup,Poppy,Crvena zvezda Esports,1587,1,1,2,7,Lupus Esports
top,K'Sante,Lupus Esports,1587,0,0,1,0,Crvena zvezda Esports
jng,Nocturne,Lupus Esports,1587,0,2,2,2,Crvena zvezda Esports
mid,Ryze,Lupus Esports,1587,0,3,3,2,Crvena zvezda Esports
bot,Corki,Lupus Esports,1587,0,0,2,3,Crvena zvezda Esports
sup,Rell,Lupus Esports,1587,0,0,5,5,Crvena zvezda Esports
team,,Crvena zvezda Esports,1587,1,13,5,30,Lupus Esports
team,,Lupus Esports,1587,0,5,13,12,Crvena zvezda Esports
top,Jayce,DMG Esports,1975,1,2,1,10,Lundqvist Lightside
jng,Sejuani,DMG Esports,1975,1,2,0,7,Lundqvist Lightside
mid,Hwei,DMG Esports,1975,1,4,0,9,Lundqvist Lightside
bot,Jhin,DMG Esports,1975,1,9,2,6,Lundqvist Lightside
sup,Nami,DMG Esports,1975,1,1,3,16,Lundqvist Lightside
top,Malphite,Lundqvist Lightside,1975,0,0,2,3,DMG Esports
jng,Xin Zhao,Lundqvist Lightside,1975,0,1,4,4,DMG Esports
mid,Ahri,Lundqvist Lightside,1975,0,3,3,1,DMG Esports
bot,Caitlyn,Lundqvist Lightside,1975,0,1,5,1,DMG Esports
sup,Karma,Lundqvist Lightside,1975,0,1,4,5,DMG Esports
team,,DMG Esports,1975,1,18,6,48,Lundqvist Lightside
team,,Lundqvist Lightside,1975,0,6,18,14,DMG Esports
top,Jayce,Forsaken,2063,1,6,1,8,Zero Tenacity
jng,Xin Zhao,Forsaken,2063,1,8,3,12,Zero Tenacity
mid,Ahri,Forsaken,2063,1,3,3,8,Zero Tenacity
bot,Ezreal,Forsaken,2063,1,7,2,11,Zero Tenacity
sup,Nautilus,Forsaken,2063,1,1,2,16,Zero Tenacity
top,K'Sante,Zero Tenacity,2063,0,1,2,1,Forsaken
jng,Maokai,Zero Tenacity,2063,0,0,7,8,Forsaken
mid,Yone,Zero Tenacity,2063,0,3,4,0,Forsaken
bot,Varus,Zero Tenacity,2063,0,5,4,3,Forsaken
sup,Karma,Zero Tenacity,2063,0,2,8,6,Forsaken
team,,Forsaken,2063,1,25,11,55,Zero Tenacity
team,,Zero Tenacity,2063,0,11,25,18,Forsaken
top,Ambessa,Partizan Esports,2041,0,3,4,10,SPIKE Syndicate
jng,Vi,Partizan Esports,2041,0,2,4,13,SPIKE Syndicate
mid,Azir,Partizan Esports,2041,0,8,6,9,SPIKE Syndicate
bot,Varus,Partizan Esports,2041,0,7,4,5,SPIKE Syndicate
sup,Rell,Partizan Esports,2041,0,0,2,19,SPIKE Syndicate
top,K'Sante,SPIKE Syndicate,2041,1,1,5,4,Partizan Esports
jng,Nocturne,SPIKE Syndicate,2041,1,5,7,5,Partizan Esports
mid,LeBlanc,SPIKE Syndicate,2041,1,7,3,11,Partizan Esports
bot,Ezreal,SPIKE Syndicate,2041,1,7,2,4,Partizan Esports
sup,Leona,SPIKE Syndicate,2041,1,0,3,9,Partizan Esports
team,,Partizan Esports,2041,0,20,20,56,SPIKE Syndicate
team,,SPIKE Syndicate,2041,1,20,20,33,Partizan Esports
top,Urgot,Dung Dynasty,1983,0,1,6,4,Kaufland Hangry Knights
jng,Jarvan IV,Dung Dynasty,1983,0,1,3,8,Kaufland Hangry Knights
mid,Orianna,Dung Dynasty,1983,0,4,4,6,Kaufland Hangry Knights
bot,Corki,Dung Dynasty,1983,0,4,2,6,Kaufland Hangry Knights
sup,Rell,Dung Dynasty,1983,0,2,3,5,Kaufland Hangry Knights
top,K'Sante,Kaufland Hangry Knights,1983,1,5,1,8,Dung Dynasty
jng,Kindred,Kaufland Hangry Knights,1983,1,6,3,5,Dung Dynasty
mid,Azir,Kaufland Hangry Knights,1983,1,3,4,3,Dung Dynasty
bot,Ezreal,Kaufland Hangry Knights,1983,1,4,2,6,Dung Dynasty
sup,Alistar,Kaufland Hangry Knights,1983,1,0,2,11,Dung Dynasty
team,,Dung Dynasty,1983,0,12,18,29,Kaufland Hangry Knights
team,,Kaufland Hangry Knights,1983,1,18,12,33,Dung Dynasty
top,Gragas,Zero Tenacity,1738,1,2,3,9,Forsaken
jng,Wukong,Zero Tenacity,1738,1,9,2,9,Forsaken
mid,Hwei,Zero Tenacity,1738,1,4,1,11,Forsaken
bot,Jhin,Zero Tenacity,1738,1,2,1,13,Forsaken
sup,Pantheon,Zero Tenacity,1738,1,4,8,9,Forsaken
top,Rumble,Forsaken,1738,0,9,5,1,Zero Tenacity
jng,Zac,Forsaken,1738,0,3,2,9,Zero Tenacity
mid,Yasuo,Forsaken,1738,0,2,7,5,Zero Tenacity
bot,Ashe,Forsaken,1738,0,1,3,11,Zero Tenacity
sup,Braum,Forsaken,1738,0,0,4,10,Zero Tenacity
team,,Zero Tenacity,1738,1,21,15,51,Forsaken
team,,Forsaken,1738,0,15,21,36,Zero Tenacity
top,K'Sante,Lundqvist Lightside,2525,1,3,7,11,DMG Esports
jng,Nunu & Willump,Lundqvist Lightside,2525,1,0,8,14,DMG Esports
mid,Taliyah,Lundqvist Lightside,2525,1,12,2,8,DMG Esports
bot,Zeri,Lundqvist Lightside,2525,1,12,6,10,DMG Esports
sup,Milio,Lundqvist Lightside,2525,1,0,2,25,DMG Esports
top,Ambessa,DMG Esports,2525,0,3,7,6,Lundqvist Lightside
jng,Amumu,DMG Esports,2525,0,2,5,9,Lundqvist Lightside
mid,Lissandra,DMG Esports,2525,0,3,7,13,Lundqvist Lightside
bot,Smolder,DMG Esports,2525,0,15,5,10,Lundqvist Lightside
sup,Sona,DMG Esports,2525,0,2,3,23,Lundqvist Lightside
team,,Lundqvist Lightside,2525,1,27,25,68,DMG Esports
team,,DMG Esports,2525,0,25,27,61,Lundqvist Lightside
top,Jayce,BK ROG Esports,2613,1,4,1,8,Joblife
jng,Amumu,BK ROG Esports,2613,1,3,3,10,Joblife
mid,Azir,BK ROG Esports,2613,1,3,3,7,Joblife
bot,Ezreal,BK ROG Esports,2613,1,6,2,7,Joblife
sup,Renata Glasc,BK ROG Esports,2613,1,1,5,6,Joblife
top,Ambessa,Joblife,2613,0,3,5,2,BK ROG Esports
jng,Sejuani,Joblife,2613,0,0,2,8,BK ROG Esports
mid,Aurora,Joblife,2613,0,3,1,5,BK ROG Esports
bot,Kai'Sa,Joblife,2613,0,6,2,2,BK ROG Esports
sup,Poppy,Joblife,2613,0,2,7,6,BK ROG Esports
team,,BK ROG Esports,2613,1,17,14,38,Joblife
team,,Joblife,2613,0,14,17,23,BK ROG Esports
top,Renekton,Kaufland Hangry Knights,1855,0,4,5,1,Dung Dynasty
jng,Maokai,Kaufland Hangry Knights,1855,0,1,4,9,Dung Dynasty
mid,Ahri,Kaufland Hangry Knights,1855,0,7,5,4,Dung Dynasty
bot,Jinx,Kaufland Hangry Knights,1855,0,3,2,7,Dung Dynasty
sup,Braum,Kaufland Hangry Knights,1855,0,2,6,11,Dung Dynasty
top,Sion,Dung Dynasty,1855,1,4,4,7,Kaufland Hangry Knights
jng,Zyra,Dung Dynasty,1855,1,4,2,13,Kaufland Hangry Knights
mid,Galio,Dung Dynasty,1855,1,5,3,13,Kaufland Hangry Knights
bot,Ashe,Dung Dynasty,1855,1,8,2,13,Kaufland Hangry Knights
sup,Leona,Dung Dynasty,1855,1,1,6,17,Kaufland Hangry Knights
team,,Kaufland Hangry Knights,1855,0,17,22,32,Dung Dynasty
team,,Dung Dynasty,1855,1,22,17,63,Kaufland Hangry Knights
top,Galio,Joblife,1987,0,2,4,3,BK ROG Esports
jng,Vi,Joblife,1987,0,1,4,5,BK ROG Esports
mid,Orianna,Joblife,1987,0,1,2,6,BK ROG Esports
bot,Miss Fortune,Joblife,1987,0,5,3,2,BK ROG Esports
sup,Nautilus,Joblife,1987,0,0,9,5,BK ROG Esports
top,Rumble,BK ROG Esports,1987,1,6,2,6,Joblife
jng,Viego,BK ROG Esports,1987,1,10,1,10,Joblife
mid,Akali,BK ROG Esports,1987,1,1,1,10,Joblife
bot,Kalista,BK ROG Esports,1987,1,5,3,11,Joblife
sup,Rell,BK ROG Esports,1987,1,0,2,21,Joblife
team,,Joblife,1987,0,9,22,21,BK ROG Esports
team,,BK ROG Esports,1987,1,22,9,58,Joblife
top,Ambessa,Dung Dynasty,2056,1,2,3,5,Kaufland Hangry Knights
jng,Wukong,Dung Dynasty,2056,1,2,2,4,Kaufland Hangry Knights
mid,Viktor,Dung Dynasty,2056,1,2,3,9,Kaufland Hangry Knights
bot,Miss Fortune,Dung Dynasty,2056,1,6,3,4,Kaufland Hangry Knights
sup,Renata Glasc,Dung Dynasty,2056,1,0,2,11,Kaufland Hangry Knights
top,Rumble,Kaufland Hangry Knights,2056,0,3,1,6,Dung Dynasty
jng,Vi,Kaufland Hangry Knights,2056,0,3,4,7,Dung Dynasty
mid,Hwei,Kaufland Hangry Knights,2056,0,4,3,7,Dung Dynasty
bot,Zeri,Kaufland Hangry Knights,2056,0,2,2,5,Dung Dynasty
sup,Rakan,Kaufland Hangry Knights,2056,0,1,2,10,Dung Dynasty
team,,Dung Dynasty,2056,1,12,13,33,Kaufland Hangry Knights
team,,Kaufland Hangry Knights,2056,0,13,12,35,Dung Dynasty
top,K'Sante,CTBC Flying Oyster,1810,1,4,4,11,DetonatioN FocusMe
jng,Xin Zhao,CTBC Flying Oyster,1810,1,4,1,9,DetonatioN FocusMe
mid,Azir,CTBC Flying Oyster,1810,1,3,1,11,DetonatioN FocusMe
bot,Varus,CTBC Flying Oyster,1810,1,9,0,8,DetonatioN FocusMe
sup,Bard,CTBC Flying Oyster,1810,1,0,1,17,DetonatioN FocusMe
top,Jayce,DetonatioN FocusMe,1810,0,1,4,4,CTBC Flying Oyster
jng,Sejuani,DetonatioN FocusMe,1810,0,0,5,4,CTBC Flying Oyster
mid,Hwei,DetonatioN FocusMe,1810,0,6,3,1,CTBC Flying Oyster
bot,Ashe,DetonatioN FocusMe,1810,0,0,5,6,CTBC Flying Oyster
sup,Braum,DetonatioN FocusMe,1810,0,0,3,6,CTBC Flying Oyster
team,,CTBC Flying Oyster,1810,1,20,7,56,DetonatioN FocusMe
team,,DetonatioN FocusMe,1810,0,7,20,21,CTBC Flying Oyster
top,Rumble,DetonatioN FocusMe,1625,0,0,5,2,CTBC Flying Oyster
jng,Nocturne,DetonatioN FocusMe,1625,0,1,2,2,CTBC Flying Oyster
mid,Orianna,DetonatioN FocusMe,1625,0,2,3,2,CTBC Flying Oyster
bot,Sivir,DetonatioN FocusMe,1625,0,1,4,2,CTBC Flying Oyster
sup,Rell,DetonatioN FocusMe,1625,0,1,4,3,CTBC Flying Oyster
top,Sion,CTBC Flying Oyster,1625,1,3,0,7,DetonatioN FocusMe
jng,Wukong,CTBC Flying Oyster,1625,1,4,0,8,DetonatioN FocusMe
mid,Viktor,CTBC Flying Oyster,1625,1,3,0,7,DetonatioN FocusMe
bot,Corki,CTBC Flying Oyster,1625,1,7,3,5,DetonatioN FocusMe
sup,Rakan,CTBC Flying Oyster,1625,1,1,2,15,DetonatioN FocusMe
team,,DetonatioN FocusMe,1625,0,5,18,11,CTBC Flying Oyster
team,,CTBC Flying Oyster,1625,1,18,5,42,DetonatioN FocusMe
top,Jayce,MGN Vikings Esports,2247,1,1,1,11,Team Secret Whales
jng,Wukong,MGN Vikings Esports,2247,1,6,0,9,Team Secret Whales
mid,Viktor,MGN Vikings Esports,2247,1,6,4,8,Team Secret Whales
bot,Ezreal,MGN Vikings Esports,2247,1,6,2,3,Team Secret Whales
sup,Leona,MGN Vikings Esports,2247,1,2,2,12,Team Secret Whales
top,Ambessa,Team Secret Whales,2247,0,2,5,1,MGN Vikings Esports
jng,Viego,Team Secret Whales,2247,0,0,4,4,MGN Vikings Esports
mid,Aurora,Team Secret Whales,2247,0,3,4,2,MGN Vikings Esports
bot,Varus,Team Secret Whales,2247,0,1,2,3,MGN Vikings Esports
sup,Nautilus,Team Secret Whales,2247,0,2,6,4,MGN Vikings Esports
team,,MGN Vikings Esports,2247,1,21,9,43,Team Secret Whales
team,,Team Secret Whales,2247,0,8,21,14,MGN Vikings Esports
top,Jax,Team Secret Whales,1514,0,0,4,0,MGN Vikings Esports
jng,Lillia,Team Secret Whales,1514,0,1,3,0,MGN Vikings Esports
mid,Tristana,Team Secret Whales,1514,0,0,3,0,MGN Vikings Esports
bot,Miss Fortune,Team Secret Whales,1514,0,2,2,1,MGN Vikings Esports
sup,Rell,Team Secret Whales,1514,0,1,4,3,MGN Vikings Esports
top,Udyr,MGN Vikings Esports,1514,1,2,0,1,Team Secret Whales
jng,Diana,MGN Vikings Esports,1514,1,1,1,9,Team Secret Whales
mid,Corki,MGN Vikings Esports,1514,1,4,0,7,Team Secret Whales
bot,Kai'Sa,MGN Vikings Esports,1514,1,3,0,5,Team Secret Whales
sup,Pyke,MGN Vikings Esports,1514,1,6,3,2,Team Secret Whales
team,,Team Secret Whales,1514,0,4,16,4,MGN Vikings Esports
team,,MGN Vikings Esports,1514,1,16,4,24,Team Secret Whales
top,Camille,Team Paradox,1461,1,10,0,9,Actions Per Minute
jng,Sejuani,Team Paradox,1461,1,3,1,15,Actions Per Minute
mid,Sylas,Team Paradox,1461,1,9,1,10,Actions Per Minute
bot,Kai'Sa,Team Paradox,1461,1,6,2,7,Actions Per Minute
sup,Rell,Team Paradox,1461,1,1,4,19,Actions Per Minute
top,Gragas,Actions Per Minute,1461,0,1,5,2,Team Paradox
jng,Vi,Actions Per Minute,1461,0,1,6,6,Team Paradox
mid,Syndra,Actions Per Minute,1461,0,3,3,1,Team Paradox
bot,Varus,Actions Per Minute,1461,0,3,8,2,Team Paradox
sup,Rakan,Actions Per Minute,1461,0,0,7,7,Team Paradox
team,,Team Paradox,1461,1,29,8,60,Actions Per Minute
team,,Actions Per Minute,1461,0,8,29,18,Team Paradox
top,Galio,ULF Esports,1629,0,0,6,5,BoostGate Esports
jng,Vi,ULF Esports,1629,0,2,3,4,BoostGate Esports
mid,Azir,ULF Esports,1629,0,3,6,1,BoostGate Esports
bot,Varus,ULF Esports,1629,0,1,3,4,BoostGate Esports
sup,Renata Glasc,ULF Esports,1629,0,1,4,5,BoostGate Esports
top,Rumble,BoostGate Esports,1629,1,1,3,6,ULF Esports
jng,Nocturne,BoostGate Esports,1629,1,7,2,8,ULF Esports
mid,Hwei,BoostGate Esports,1629,1,5,1,14,ULF Esports
bot,Corki,BoostGate Esports,1629,1,7,1,9,ULF Esports
sup,Alistar,BoostGate Esports,1629,1,2,0,11,ULF Esports
team,,ULF Esports,1629,0,7,22,19,BoostGate Esports
team,,BoostGate Esports,1629,1,22,7,48,ULF Esports
top,K'Sante,Gamespace Mediterranean College Esports,1809,0,4,5,4,Team Phantasma
jng,Xin Zhao,Gamespace Mediterranean College Esports,1809,0,5,6,10,Team Phantasma
mid,Corki,Gamespace Mediterranean College Esports,1809,0,6,3,4,Team Phantasma
bot,Lux,Gamespace Mediterranean College Esports,1809,0,2,5,10,Team Phantasma
sup,Rell,Gamespace Mediterranean College Esports,1809,0,2,5,9,Team Phantasma
top,Rumble,Team Phantasma,1809,1,3,3,13,Gamespace Mediterranean College Esports
jng,Maokai,Team Phantasma,1809,1,2,5,11,Gamespace Mediterranean College Esports
mid,Smolder,Team Phantasma,1809,1,4,3,7,Gamespace Mediterranean College Esports
bot,Caitlyn,Team Phantasma,1809,1,15,1,3,Gamespace Mediterranean College Esports
sup,Alistar,Team Phantasma,1809,1,0,7,14,Gamespace Mediterranean College Esports
team,,Gamespace Mediterranean College Esports,1809,0,19,24,37,Team Phantasma
team,,Team Phantasma,1809,1,24,19,48,Gamespace Mediterranean College Esports
top,Jayce,Papara SuperMassive,2677,1,8,4,13,Beşiktaş Esports
jng,Zyra,Papara SuperMassive,2677,1,5,5,14,Beşiktaş Esports
mid,Ezreal,Papara SuperMassive,2677,1,3,6,9,Beşiktaş Esports
bot,Jinx,Papara SuperMassive,2677,1,8,5,12,Beşiktaş Esports
sup,Braum,Papara SuperMassive,2677,1,2,6,16,Beşiktaş Esports
top,K'Sante,Beşiktaş Esports,2677,0,3,3,9,Papara SuperMassive
jng,Viego,Beşiktaş Esports,2677,0,10,5,10,Papara SuperMassive
mid,Viktor,Beşiktaş Esports,2677,0,3,5,9,Papara SuperMassive
bot,Miss Fortune,Beşiktaş Esports,2677,0,7,5,9,Papara SuperMassive
sup,Leona,Beşiktaş Esports,2677,0,3,8,11,Papara SuperMassive
team,,Papara SuperMassive,2677,1,26,26,64,Beşiktaş Esports
team,,Beşiktaş Esports,2677,0,26,26,48,Papara SuperMassive
top,Gwen,Team Insidious,1647,0,2,7,3,WLGaming Esports
jng,Sejuani,Team Insidious,1647,0,1,5,7,WLGaming Esports
mid,Aurora,Team Insidious,1647,0,2,5,2,WLGaming Esports
bot,Ezreal,Team Insidious,1647,0,4,3,1,WLGaming Esports
sup,Rakan,Team Insidious,1647,0,0,6,8,WLGaming Esports
top,K'Sante,WLGaming Esports,1647,1,3,2,12,Team Insidious
jng,Wukong,WLGaming Esports,1647,1,7,3,14,Team Insidious
mid,Hwei,WLGaming Esports,1647,1,5,1,12,Team Insidious
bot,Varus,WLGaming Esports,1647,1,8,2,14,Team Insidious
sup,Nautilus,WLGaming Esports,1647,1,3,1,20,Team Insidious
team,,Team Insidious,1647,0,9,26,21,WLGaming Esports
team,,WLGaming Esports,1647,1,26,9,72,Team Insidious
top,K'Sante,Bushido Wildcats,1868,1,2,1,4,Misa Esports
jng,Viego,Bushido Wildcats,1868,1,3,2,8,Misa Esports
mid,Akali,Bushido Wildcats,1868,1,6,2,8,Misa Esports
bot,Kai'Sa,Bushido Wildcats,1868,1,5,1,3,Misa Esports
sup,Leona,Bushido Wildcats,1868,1,0,5,9,Misa Esports
top,Jayce,Misa Esports,1868,0,3,4,2,Bushido Wildcats
jng,Sejuani,Misa Esports,1868,0,3,4,7,Bushido Wildcats
mid,Aurora,Misa Esports,1868,0,2,4,7,Bushido Wildcats
bot,Ezreal,Misa Esports,1868,0,3,2,4,Bushido Wildcats
sup,Braum,Misa Esports,1868,0,0,2,10,Bushido Wildcats
team,,Bushido Wildcats,1868,1,16,11,32,Misa Esports
team,,Misa Esports,1868,0,11,16,30,Bushido Wildcats
top,Gragas,Zerolag Esports,1973,1,4,4,6,Team Refuse
jng,Zyra,Zerolag Esports,1973,1,8,3,13,Team Refuse
mid,Corki,Zerolag Esports,1973,1,6,4,10,Team Refuse
bot,Ezreal,Zerolag Esports,1973,1,8,4,13,Team Refuse
sup,Leona,Zerolag Esports,1973,1,0,3,24,Team Refuse
top,Ambessa,Team Refuse,1973,0,10,4,3,Zerolag Esports
jng,Skarner,Team Refuse,1973,0,1,7,10,Zerolag Esports
mid,Syndra,Team Refuse,1973,0,6,6,4,Zerolag Esports
bot,Aphelios,Team Refuse,1973,0,1,6,9,Zerolag Esports
sup,Braum,Team Refuse,1973,0,0,3,11,Zerolag Esports
team,,Zerolag Esports,1973,1,26,18,66,Team Refuse
team,,Team Refuse,1973,0,18,26,37,Zerolag Esports
top,Ambessa,Gentle Mates,1936,1,7,3,6,Solary
jng,Maokai,Gentle Mates,1936,1,2,2,15,Solary
mid,Orianna,Gentle Mates,1936,1,5,2,11,Solary
bot,Sivir,Gentle Mates,1936,1,2,1,12,Solary
sup,Leona,Gentle Mates,1936,1,1,2,14,Solary
top,Renekton,Solary,1936,0,2,3,5,Gentle Mates
jng,Nautilus,Solary,1936,0,1,5,8,Gentle Mates
mid,Azir,Solary,1936,0,2,3,7,Gentle Mates
bot,Ezreal,Solary,1936,0,4,2,4,Gentle Mates
sup,Rakan,Solary,1936,0,1,4,8,Gentle Mates
team,,Gentle Mates,1936,1,17,10,58,Solary
team,,Solary,1936,0,10,17,32,Gentle Mates
top,Sion,Ramboot Club,1906,1,6,1,8,UCAM Esports
jng,Vi,Ramboot Club,1906,1,7,1,12,UCAM Esports
mid,Viktor,Ramboot Club,1906,1,4,2,10,UCAM Esports
bot,Varus,Ramboot Club,1906,1,3,3,12,UCAM Esports
sup,Alistar,Ramboot Club,1906,1,2,3,15,UCAM Esports
top,Jayce,UCAM Esports,1906,0,3,3,2,Ramboot Club
jng,Lee Sin,UCAM Esports,1906,0,1,4,4,Ramboot Club
mid,Azir,UCAM Esports,1906,0,1,6,5,Ramboot Club
bot,Ezreal,UCAM Esports,1906,0,5,3,4,Ramboot Club
sup,Rell,UCAM Esports,1906,0,0,6,7,Ramboot Club
team,,Ramboot Club,1906,1,22,10,57,UCAM Esports
team,,UCAM Esports,1906,0,10,22,22,Ramboot Club
top,Rumble,Macko Esports,1732,1,1,2,7,EKO Esports
jng,Skarner,Macko Esports,1732,1,0,2,15,EKO Esports
mid,Yone,Macko Esports,1732,1,2,1,9,EKO Esports
bot,Ezreal,Macko Esports,1732,1,16,2,3,EKO Esports
sup,Nautilus,Macko Esports,1732,1,2,2,12,EKO Esports
top,Ornn,EKO Esports,1732,0,0,3,4,Macko Esports
jng,Lillia,EKO Esports,1732,0,3,2,5,Macko Esports
mid,Sett,EKO Esports,1732,0,0,7,2,Macko Esports
bot,Corki,EKO Esports,1732,0,6,2,1,Macko Esports
sup,Rell,EKO Esports,1732,0,0,7,9,Macko Esports
team,,Macko Esports,1732,1,21,9,46,EKO Esports
team,,EKO Esports,1732,0,9,21,21,Macko Esports
top,Aatrox,The Ruddy Sack,1603,1,11,2,7,Lundqvist Lightside
jng,Zyra,The Ruddy Sack,1603,1,2,2,22,Lundqvist Lightside
mid,Ambessa,The Ruddy Sack,1603,1,7,3,7,Lundqvist Lightside
bot,Ezreal,The Ruddy Sack,1603,1,9,2,10,Lundqvist Lightside
sup,Nautilus,The Ruddy Sack,1603,1,3,2,20,Lundqvist Lightside
top,Renekton,Lundqvist Lightside,1603,0,0,6,4,The Ruddy Sack
jng,Viego,Lundqvist Lightside,1603,0,2,5,4,The Ruddy Sack
mid,Ahri,Lundqvist Lightside,1603,0,4,5,5,The Ruddy Sack
bot,Corki,Lundqvist Lightside,1603,0,5,7,5,The Ruddy Sack
sup,Alistar,Lundqvist Lightside,1603,0,0,9,5,The Ruddy Sack
team,,The Ruddy Sack,1603,1,32,11,66,Lundqvist Lightside
team,,Lundqvist Lightside,1603,0,11,32,23,The Ruddy Sack
top,Jayce,Eternal Fire,1726,1,2,3,6,BBL Dark Passage
jng,Viego,Eternal Fire,1726,1,7,1,9,BBL Dark Passage
mid,Taliyah,Eternal Fire,1726,1,4,2,8,BBL Dark Passage
bot,Varus,Eternal Fire,1726,1,6,0,11,BBL Dark Passage
sup,Rell,Eternal Fire,1726,1,2,2,15,BBL Dark Passage
top,K'Sante,BBL Dark Passage,1726,0,1,4,1,Eternal Fire
jng,Wukong,BBL Dark Passage,1726,0,5,3,2,Eternal Fire
mid,Azir,BBL Dark Passage,1726,0,1,4,4,Eternal Fire
bot,Ezreal,BBL Dark Passage,1726,0,1,1,2,Eternal Fire
sup,Leona,BBL Dark Passage,1726,0,0,9,3,Eternal Fire
team,,Eternal Fire,1726,1,21,8,49,BBL Dark Passage
team,,BBL Dark Passage,1726,0,8,21,12,Eternal Fire
top,Maokai,Macko Esports,2182,1,2,3,15,EKO Esports
jng,Vi,Macko Esports,2182,1,5,6,10,EKO Esports
mid,Taliyah,Macko Esports,2182,1,5,0,16,EKO Esports
bot,Zeri,Macko Esports,2182,1,13,3,7,EKO Esports
sup,Leona,Macko Esports,2182,1,0,11,16,EKO Esports
top,Jayce,EKO Esports,2182,0,3,4,5,Macko Esports
jng,Zyra,EKO Esports,2182,0,2,3,14,Macko Esports
mid,Galio,EKO Esports,2182,0,3,6,12,Macko Esports
bot,Miss Fortune,EKO Esports,2182,0,14,5,6,Macko Esports
sup,Braum,EKO Esports,2182,0,1,7,20,Macko Esports
team,,Macko Esports,2182,1,25,23,64,EKO Esports
team,,EKO Esports,2182,0,23,25,57,Macko Esports
top,Ambessa,LUA Gaming,2384,0,4,3,7,GIANTX Pride
jng,Poppy,LUA Gaming,2384,0,2,4,7,GIANTX Pride
mid,Viktor,LUA Gaming,2384,0,5,1,6,GIANTX Pride
bot,Ezreal,LUA Gaming,2384,0,5,1,6,GIANTX Pride
sup,Alistar,LUA Gaming,2384,0,0,6,12,GIANTX Pride
top,Camille,GIANTX Pride,2384,1,4,3,1,LUA Gaming
jng,Sejuani,GIANTX Pride,2384,1,1,1,8,LUA Gaming
mid,Azir,GIANTX Pride,2384,1,7,4,6,LUA Gaming
bot,Corki,GIANTX Pride,2384,1,3,3,6,LUA Gaming
sup,Rell,GIANTX Pride,2384,1,0,5,13,LUA Gaming
team,,LUA Gaming,2384,0,16,15,38,GIANTX Pride
team,,GIANTX Pride,2384,1,15,16,34,LUA Gaming
top,Rumble,Solary,2308,1,6,2,5,Gentle Mates
jng,Skarner,Solary,2308,1,0,1,7,Gentle Mates
mid,Corki,Solary,2308,1,4,0,1,Gentle Mates
bot,Miss Fortune,Solary,2308,1,4,1,6,Gentle Mates
sup,Alistar,Solary,2308,1,0,0,11,Gentle Mates
top,Ornn,Gentle Mates,2308,0,1,5,2,Solary
jng,Zyra,Gentle Mates,2308,0,2,2,2,Solary
mid,Jayce,Gentle Mates,2308,0,0,2,2,Solary
bot,Jhin,Gentle Mates,2308,0,0,1,3,Solary
sup,Rell,Gentle Mates,2308,0,1,4,2,Solary
team,,Solary,2308,1,14,4,30,Gentle Mates
team,,Gentle Mates,2308,0,4,14,11,Solary
top,Gragas,Ankora Gaming,2036,0,2,5,5,SPIKE Syndicate
jng,Nocturne,Ankora Gaming,2036,0,6,3,9,SPIKE Syndicate
mid,Galio,Ankora Gaming,2036,0,3,4,9,SPIKE Syndicate
bot,Corki,Ankora Gaming,2036,0,5,4,10,SPIKE Syndicate
sup,Thresh,Ankora Gaming,2036,0,1,4,14,SPIKE Syndicate
top,Rumble,SPIKE Syndicate,2036,1,3,2,6,Ankora Gaming
jng,Viego,SPIKE Syndicate,2036,1,2,3,6,Ankora Gaming
mid,Yone,SPIKE Syndicate,2036,1,6,3,3,Ankora Gaming
bot,Miss Fortune,SPIKE Syndicate,2036,1,6,4,3,Ankora Gaming
sup,Leona,SPIKE Syndicate,2036,1,3,5,13,Ankora Gaming
team,,Ankora Gaming,2036,0,17,20,47,SPIKE Syndicate
team,,SPIKE Syndicate,2036,1,20,17,31,Ankora Gaming
top,Renekton,EKO Esports,1403,0,2,5,0,Macko Esports
jng,Xin Zhao,EKO Esports,1403,0,0,3,2,Macko Esports
mid,Akali,EKO Esports,1403,0,1,1,0,Macko Esports
bot,Lucian,EKO Esports,1403,0,3,3,0,Macko Esports
sup,Milio,EKO Esports,1403,0,0,2,3,Macko Esports
top,Cho'Gath,Macko Esports,1403,1,4,1,4,EKO Esports
jng,Wukong,Macko Esports,1403,1,2,1,12,EKO Esports
mid,Orianna,Macko Esports,1403,1,3,1,8,EKO Esports
bot,Jinx,Macko Esports,1403,1,5,0,5,EKO Esports
sup,Blitzcrank,Macko Esports,1403,1,0,3,8,EKO Esports
team,,EKO Esports,1403,0,6,14,5,Macko Esports
team,,Macko Esports,1403,1,14,6,37,EKO Esports
